< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   55   Yes   Skilled            Male_Single      Delays       Free   7more        2   None       Repairs       1555    12   1000More    4   None           4   None      None     2   No    No
   32   Yes   Skilled            Female_Married   Paied        Rent   4to7         1   Negative   New_Car       1285    24   None        4   None           4   None      None     1   No    No
   74   No    Unemployed         Male_Single      Critical     Own    1to4         2   200More    New_Car       1299    6    100Less     1   None           1   House     None     3   No    Yes
   39   Yes   Skilled            Male_Single      Critical     Free   1to4         1   200More    TV            1271    15   None        3   None           4   None      None     2   Yes   No
   31   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       New_Car       1393    24   100Less     2   Guarantor      2   House     None     1   Yes   Yes
   35   Yes   Skilled            Male_Single      Critical     Own    7more        1   Negative   New_Car       691     12   100Less     4   None           3   Finance   None     2   No    No
   59   Yes   Skilled            Female_Married   Critical     Own    7more        1   None       New_Car       5045    15   None        1   None           4   Mobile    None     1   Yes   Yes
   24   Yes   Skilled            Female_Married   Critical     Rent   1to4         1   Negative   Furniture     2124    18   100Less     4   None           4   House     None     2   No    No
   24   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   Negative   TV            2214    12   100Less     4   None           3   Finance   None     1   No    Yes
   30   Yes   Highly_Qualified   Male_Single      Critical     Free   7more        1   None       New_Car       12680   21   None        4   None           4   None      None     1   Yes   No
   27   Yes   Skilled            Male_Married     Critical     Own    4to7         1   None       New_Car       2463    24   100to500    4   None           3   Finance   None     2   Yes   Yes
   40   Yes   Unskilled          Male_Married     Paied        Own    7more        1   0to200     TV            1155    12   100Less     3   Guarantor      3   House     Bank     2   No    Yes
   31   Yes   Unskilled          Male_Divorced    Paied        Own    1Less        1   Negative   Furniture     3108    30   100Less     2   None           4   Finance   None     1   No    No
   31   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       Used_Car      2901    10   None        1   None           4   House     None     1   No    Yes
   28   Yes   Skilled            Male_Single      Critical     Rent   7more        1   0to200     Furniture     3617    12   100Less     1   None           4   Mobile    None     3   Yes   Yes
   63   Yes   Unskilled          Male_Single      Critical     Own    7more        1   None       TV            1655    12   100Less     2   None           4   House     None     2   Yes   Yes
   26   Yes   Skilled            Female_Married   Paied        Rent   7more        1   Negative   Used_Car      2812    24   None        2   None           4   House     None     1   No    Yes
   25   Yes   Highly_Qualified   Female_Married   Critical     Own    1to4         1   Negative   A46           8065    36   100Less     3   None           2   None      None     2   Yes   No
   36   Yes   Highly_Qualified   Male_Single      Critical     Own    7more        1   None       Used_Car      3275    21   100Less     1   None           4   Mobile    None     1   Yes   Yes
   52   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            2223    24   100to500    4   None           4   Finance   Bank     2   No    Yes
   66   Yes   Unemployed         Male_Single      Critical     Free   Unemployed   1   200More    New_Car       1480    12   500to1000   2   None           4   None      Bank     3   No    Yes
   25   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   Negative   New_Car       1371    24   None        4   None           4   House     None     1   No    No
   37   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       New_Car       3535    36   100Less     4   None           4   Mobile    None     2   Yes   Yes
   25   Yes   Skilled            Female_Married   Paied        Own    4to7         1   Negative   TV            3509    18   100Less     4   Guarantor      1   House     None     1   No    Yes
   38   Yes   Highly_Qualified   Male_Single      Critical     Own    7more        1   None       Used_Car      5711    36   1000More    4   None           2   Mobile    None     2   Yes   Yes
   67   Yes   Skilled            Female_Married   Paied        Own    Unemployed   1   0to200     Repairs       3872    18   100Less     2   None           4   Mobile    None     1   Yes   Yes
   25   Yes   Skilled            Male_Single      Critical     Own    4to7         1   0to200     TV            4933    39   100Less     2   Guarantor      2   House     None     2   No    No
   60   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       New_Car       1940    24   1000More    4   None           4   House     None     1   Yes   Yes
   31   Yes   Unskilled          Male_Single      No_Credits   Own    1to4         1   0to200     Education     1410    12   100Less     2   None           2   House     None     1   Yes   Yes
   23   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   0to200     New_Car       836     12   100to500    4   None           2   Finance   Bank     1   No    No
   60   Yes   Highly_Qualified   Male_Divorced    Paied        Own    Unemployed   1   0to200     Used_Car      6468    20   None        1   None           4   House     None     1   Yes   Yes
   35   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   0to200     Business      1941    18   1000More    4   None           2   Finance   None     1   Yes   Yes
   40   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            2675    22   500to1000   3   None           4   Mobile    None     1   No    Yes
   38   Yes   Skilled            Male_Single      Critical     Own    7more        2   None       Used_Car      2751    48   None        4   None           3   Mobile    None     2   Yes   Yes
   50   Yes   Skilled            Male_Single      Delays       Free   7more        1   0to200     A46           6224    48   100Less     4   None           4   None      None     1   No    No
   27   Yes   Skilled            Male_Single      Critical     Own    1to4         1   Negative   A46           5998    40   100Less     4   None           3   None      Bank     1   Yes   No
   39   Yes   Skilled            Female_Married   Paied        Own    7more        2   0to200     Business      1188    21   100Less     2   None           4   Finance   None     1   No    No
   41   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        2   None       Used_Car      6313    24   None        3   None           4   Mobile    None     1   Yes   Yes
   27   Yes   Skilled            Male_Married     Critical     Own    1to4         1   None       Furniture     1221    6    None        1   None           2   Finance   None     2   No    Yes
   51   Yes   Skilled            Male_Divorced    Paied        Free   7more        1   200More    Furniture     2892    24   100Less     3   None           4   None      None     1   No    Yes
   32   Yes   Skilled            Male_Single      Paied        Rent   7more        1   None       Furniture     3062    24   500to1000   4   None           3   None      None     1   Yes   Yes
   22   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   None       Furniture     2301    9    100to500    2   None           4   Finance   None     1   No    Yes
   51   Yes   Skilled            Male_Single      Paied        Free   7more        2   Negative   Used_Car      7511    18   None        1   None           4   Finance   None     1   Yes   No
   22   Yes   Unskilled          Female_Married   Critical     Rent   1Less        1   None       Furniture     1258    12   100Less     2   None           4   Finance   None     2   No    Yes
   54   Yes   Skilled            Male_Married     Delays       Own    7more        1   None       New_Car       717     24   None        4   None           4   Mobile    None     2   Yes   Yes
   35   Yes   Unemployed         Male_Single      Paied        Own    1Less        1   0to200     New_Car       1549    9    None        4   None           2   House     None     1   No    Yes
   54   Yes   Skilled            Male_Single      Critical     Free   7more        2   None       A46           1597    24   100Less     4   None           4   None      None     2   No    Yes
   48   Yes   Unskilled          Female_Married   Critical     Rent   7more        1   0to200     TV            1795    18   100Less     3   Guarantor      4   House     Bank     2   Yes   Yes
   24   Yes   Skilled            Female_Married   Critical     Own    7more        1   Negative   Furniture     4272    20   100Less     1   None           4   Finance   None     2   No    Yes
   35   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            976     12   None        4   None           4   Mobile    None     2   No    Yes
   24   Yes   Unemployed         Female_Married   Paied        Rent   Unemployed   1   0to200     New_Car       7472    12   None        1   None           2   House     None     1   No    Yes
   24   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   New_Car       9271    36   100Less     2   None           1   Mobile    None     1   Yes   No
   26   No    Unskilled          Male_Married     Paied        Own    1Less        1   0to200     TV            590     6    100Less     3   None           3   House     None     1   No    Yes
   65   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            930     12   None        4   None           4   House     None     4   No    Yes
   55   Yes   Highly_Qualified   Male_Single      All_Paied    Free   Unemployed   1   0to200     Used_Car      9283    42   100Less     1   None           2   None      Bank     1   Yes   Yes
   26   Yes   Unemployed         Female_Married   No_Credits   Rent   1Less        1   0to200     New_Car       1778    15   100Less     2   None           1   House     None     2   No    No
   26   Yes   Skilled            Male_Married     Paied        Own    1Less        1   0to200     Business      907     8    100Less     3   None           2   House     None     1   Yes   Yes
   28   Yes   Unskilled          Male_Married     Paied        Own    4to7         1   0to200     TV            484     6    100Less     3   Guarantor      3   House     Bank     1   No    Yes
   24   Yes   Skilled            Male_Single      Critical     Own    4to7         1   Negative   Used_Car      9629    36   100Less     4   None           4   Mobile    None     2   Yes   No
   54   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Electronics   3051    48   100Less     3   None           4   Mobile    None     1   No    No
   46   Yes   Skilled            Male_Single      Paied        Free   4to7         2   Negative   New_Car       3931    48   100Less     4   None           4   None      None     1   No    No
   54   Yes   Skilled            Female_Married   Delays       Rent   1to4         1   0to200     New_Car       7432    36   100Less     2   None           2   Finance   None     1   No    Yes
   62   Yes   Skilled            Male_Divorced    Paied        Own    1to4         1   None       Electronics   1338    6    500to1000   1   None           4   House     None     1   No    Yes
   24   Yes   Skilled            Female_Married   Critical     Rent   4to7         1   None       TV            1554    6    100Less     1   None           2   Mobile    None     2   Yes   Yes
   43   Yes   Highly_Qualified   Male_Divorced    Paied        Own    Unemployed   1   Negative   Others        15857   36   100Less     2   Co_Applicant   3   Mobile    None     1   No    Yes
   26   Yes   Skilled            Male_Married     Paied        Own    1to4         1   Negative   TV            1345    18   100Less     4   None           3   House     Bank     1   No    No
   27   Yes   Skilled            Male_Married     Paied        Own    1to4         1   None       New_Car       1101    12   100Less     3   None           2   House     None     2   Yes   Yes
   24   Yes   Skilled            Male_Married     Paied        Own    1to4         1   200More    TV            3016    12   100Less     3   None           1   Mobile    None     1   No    Yes
   41   Yes   Skilled            Male_Single      Paied        Own    7more        2   Negative   Furniture     2712    36   100Less     2   None           2   Finance   Bank     1   No    No
   47   Yes   Unskilled          Male_Single      Critical     Own    7more        1   Negative   New_Car       731     8    100Less     4   None           4   House     None     2   No    Yes
   35   Yes   Highly_Qualified   Male_Divorced    Critical     Own    1Less        1   None       Furniture     3780    18   100Less     3   None           2   Mobile    None     2   Yes   Yes
   30   Yes   Skilled            Male_Married     Critical     Own    7more        1   Negative   New_Car       1602    21   100Less     4   None           3   Mobile    None     2   Yes   Yes
   33   Yes   Skilled            Female_Married   Critical     Rent   7more        1   Negative   New_Car       3966    18   100Less     1   None           4   House     Bank     3   Yes   No
   36   Yes   Skilled            Male_Single      No_Credits   Own    1to4         2   None       Business      4165    18   100Less     2   None           2   Mobile    Stores   2   No    No
   47   Yes   Skilled            Male_Single      Paied        Free   7more        1   Negative   Used_Car      8335    36   None        3   None           4   None      None     1   No    No
   38   Yes   Skilled            Male_Single      Delays       Free   1to4         2   0to200     Business      6681    48   None        4   None           4   None      None     1   Yes   Yes
   44   Yes   Skilled            Male_Single      Delays       Own    1to4         2   None       Business      2375    24   500to1000   4   None           2   Mobile    None     2   Yes   Yes
   23   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   New_Car       1216    18   100Less     4   None           3   Mobile    None     1   Yes   No
   29   Yes   Skilled            Male_Single      No_Credits   Rent   7more        1   Negative   Business      11816   45   100Less     2   None           4   Mobile    None     2   No    No
   42   Yes   Skilled            Female_Married   Paied        Own    7more        1   0to200     TV            5084    24   None        2   None           4   Mobile    None     1   Yes   Yes
   25   Yes   Unskilled          Female_Married   Paied        Own    1Less        1   200More    TV            2327    15   100Less     2   None           3   House     None     1   No    No
   48   Yes   Skilled            Male_Single      No_Credits   Own    1to4         1   Negative   New_Car       1082    12   100Less     4   None           4   Mobile    Bank     2   No    No
   21   Yes   Skilled            Female_Married   Paied        Own    1to4         1   None       TV            886     12   None        4   None           2   Mobile    None     1   No    Yes
   23   Yes   Unskilled          Female_Married   Paied        Rent   1Less        2   None       Furniture     601     4    100Less     1   None           3   House     None     1   No    Yes
   63   Yes   Skilled            Male_Single      Critical     Own    7more        1   Negative   Used_Car      2957    24   100Less     4   None           4   Finance   None     2   Yes   Yes
   46   Yes   Skilled            Male_Married     Critical     Own    7more        1   None       TV            2611    24   100Less     4   Co_Applicant   3   House     None     2   No    Yes
   29   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   Furniture     5179    36   100Less     4   None           2   Finance   None     1   No    No
   28   Yes   Unskilled          Male_Single      Delays       Own    1to4         1   None       Used_Car      2993    21   100Less     3   None           2   House     Stores   2   No    Yes
   23   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       Repairs       1943    18   100Less     4   None           4   House     None     1   No    No
   50   Yes   Skilled            Male_Single      All_Paied    Own    4to7         1   None       Business      1559    24   100Less     4   None           4   Mobile    Bank     1   Yes   Yes
   47   Yes   Skilled            Male_Single      Paied        Own    7more        2   None       Furniture     3422    18   100Less     4   None           4   Finance   Bank     3   Yes   Yes
   35   Yes   Skilled            Male_Single      Paied        Own    4to7         1   0to200     Furniture     3976    21   None        2   None           3   Mobile    None     1   Yes   Yes
   68   Yes   Skilled            Male_Single      Paied        Rent   1to4         1   None       New_Car       6761    18   None        2   None           4   Mobile    None     2   No    No
   28   Yes   Skilled            Male_Married     Paied        Own    1Less        1   None       New_Car       1249    24   100Less     4   None           2   House     None     1   No    Yes
   59   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   TV            1364    9    100Less     3   None           4   House     None     1   No    Yes
   57   Yes   Unskilled          Male_Single      Paied        Own    7more        1   Negative   TV            709     12   100Less     4   None           4   House     Stores   1   No    No
   33   No    Skilled            Male_Married     Critical     Rent   1to4         1   Negative   New_Car       2235    20   100Less     4   Guarantor      2   Finance   Bank     2   No    No
   43   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       Used_Car      4042    24   None        3   None           4   Finance   None     2   Yes   Yes
   35   Yes   Skilled            Male_Single      Critical     Free   1to4         1   None       TV            1471    15   100Less     4   None           4   None      None     2   Yes   Yes
   32   Yes   Unskilled          Male_Single      All_Paied    Free   4to7         2   Negative   New_Car       1442    18   100Less     4   None           4   None      None     2   No    No
   45   Yes   Skilled            Male_Single      Delays       Own    7more        2   None       New_Car       10875   36   100Less     2   None           2   Mobile    None     2   Yes   Yes
   33   Yes   Skilled            Male_Married     Paied        Own    1Less        1   None       New_Car       1474    24   100to500    4   None           3   House     None     1   Yes   Yes
   40   Yes   Skilled            Female_Married   Paied        Own    4to7         1   None       Education     894     10   None        4   None           3   Finance   None     1   Yes   Yes
   28   Yes   Skilled            Male_Single      Critical     Free   1to4         1   None       Furniture     3343    15   100Less     4   None           2   None      None     1   Yes   Yes
   29   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   New_Car       3959    15   100Less     3   None           2   Finance   None     1   Yes   No
   26   No    Skilled            Male_Single      Paied        Rent   1to4         2   None       New_Car       3577    9    100to500    1   Guarantor      2   House     None     1   No    Yes
   27   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       Used_Car      5804    24   1000More    4   None           2   House     None     2   No    Yes
   28   Yes   Skilled            Male_Married     Delays       Own    1to4         1   None       Business      2169    18   100Less     4   None           2   Mobile    None     1   Yes   No
   35   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   TV            2439    24   100Less     4   None           4   House     None     1   Yes   No
   32   Yes   Unskilled          Male_Single      Critical     Own    1Less        2   None       Furniture     4526    27   1000More    4   None           2   House     Stores   2   Yes   Yes
   25   Yes   Unskilled          Male_Single      Paied        Rent   1to4         1   None       Furniture     2210    10   100Less     2   None           2   House     Bank     1   No    No
   20   Yes   Skilled            Female_Married   Paied        Rent   1to4         1   None       Furniture     2221    15   500to1000   2   None           4   Mobile    None     1   No    Yes
   27   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   TV            2389    18   100Less     4   None           1   Mobile    Stores   1   No    Yes
   42   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       Furniture     3331    12   100Less     2   None           4   Finance   Stores   1   No    Yes
   37   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       Business      7409    36   None        3   None           2   Finance   None     2   No    Yes
   24   Yes   Skilled            Female_Married   Paied        Rent   7more        1   Negative   Furniture     652     12   100Less     4   None           4   Finance   None     1   No    Yes
   40   Yes   Skilled            Female_Married   Delays       Own    4to7         1   None       Furniture     7678    36   500to1000   2   None           4   Mobile    None     2   Yes   Yes
   46   No    Skilled            Male_Single      Critical     Own    7more        2   200More    New_Car       1343    6    100Less     1   None           4   House     None     2   No    Yes
   26   Yes   Skilled            Male_Single      Critical     Own    4to7         1   Negative   Business      1382    24   100to500    4   None           1   House     None     2   Yes   Yes
   24   Yes   Skilled            Female_Married   Paied        Own    1Less        1   None       Electronics   874     15   None        4   None           1   House     None     1   No    Yes
   29   Yes   Unskilled          Male_Single      Paied        Own    1to4         2   Negative   Furniture     3590    12   100Less     2   Co_Applicant   2   Finance   None     1   No    Yes
   40   Yes   Skilled            Female_Married   Critical     Own    1to4         1   0to200     New_Car       1322    11   1000More    4   None           4   Mobile    None     2   No    Yes
   36   Yes   Highly_Qualified   Male_Single      All_Paied    Free   1Less        1   Negative   TV            1940    18   100Less     3   Co_Applicant   4   None      Bank     1   Yes   Yes
   28   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            3595    36   100Less     4   None           2   Mobile    None     1   No    Yes
   27   Yes   Highly_Qualified   Male_Single      Paied        Free   1Less        1   Negative   New_Car       1422    9    100Less     3   None           2   None      None     1   Yes   No
   36   Yes   Skilled            Male_Single      Critical     Own    4to7         1   None       TV            6742    30   None        2   None           3   Finance   None     2   No    Yes
   38   Yes   Highly_Qualified   Male_Single      Paied        Own    4to7         1   None       Used_Car      7814    24   100Less     3   None           3   Mobile    None     1   Yes   Yes
   48   Yes   Skilled            Male_Divorced    Paied        Free   1to4         1   None       Used_Car      9277    24   None        2   None           4   None      None     1   Yes   Yes
   36   Yes   Skilled            Male_Single      Critical     Own    7more        1   0to200     New_Car       2181    30   None        4   None           4   House     None     2   No    Yes
   65   Yes   Unemployed         Female_Married   Critical     Own    Unemployed   1   None       TV            1098    18   100Less     4   None           4   Mobile    None     2   No    Yes
   43   Yes   Skilled            Male_Divorced    Paied        Own    4to7         1   0to200     Furniture     4057    24   100Less     3   None           3   Mobile    None     1   Yes   No
   53   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   A46           795     12   100Less     4   None           4   Finance   None     1   No    No
   34   Yes   Skilled            Male_Single      Critical     Own    4to7         2   0to200     Business      2825    24   None        4   None           3   None      None     2   Yes   Yes
   23   Yes   Skilled            Male_Single      Paied        Own    1to4         1   0to200     Business      15672   48   100Less     2   None           2   Mobile    None     1   Yes   No
   34   Yes   Highly_Qualified   Male_Single      Critical     Own    7more        1   None       New_Car       6614    36   100Less     4   None           4   Mobile    None     2   Yes   Yes
   40   Yes   Skilled            Male_Single      All_Paied    Rent   1Less        2   None       Used_Car      7824    28   None        3   Guarantor      4   House     Bank     2   Yes   Yes
   43   Yes   Highly_Qualified   Male_Single      Critical     Own    7more        2   Negative   Business      2442    27   100Less     4   None           4   Mobile    Stores   4   Yes   Yes
   46   Yes   Skilled            Male_Single      Critical     Own    7more        1   None       TV            1829    15   100Less     4   None           4   Mobile    None     2   Yes   Yes
   38   No    Unskilled          Male_Single      Critical     Own    1to4         1   Negative   New_Car       2171    12   100Less     4   None           4   Finance   Bank     2   No    Yes
   34   Yes   Skilled            Male_Single      Critical     Own    1to4         1   0to200     Used_Car      5800    36   100Less     3   None           4   Mobile    None     2   Yes   Yes
   29   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       TV            1169    18   None        4   None           3   Finance   None     2   Yes   Yes
   31   Yes   Highly_Qualified   Male_Single      Delays       Own    4to7         2   None       Used_Car      8947    36   None        3   None           2   Mobile    Stores   1   Yes   Yes
   28   Yes   Highly_Qualified   Female_Married   Paied        Rent   1Less        1   Negative   TV            2606    21   100Less     4   None           4   Finance   None     1   Yes   Yes
   35   No    Skilled            Female_Married   Critical     Own    4to7         1   None       Furniture     1592    12   1000More    3   None           2   Finance   None     1   No    Yes
   33   Yes   Unskilled          Female_Married   Paied        Rent   4to7         1   None       Furniture     2186    15   None        1   None           4   House     Bank     1   No    Yes
   42   Yes   Skilled            Male_Single      Paied        Own    1to4         1   Negative   Furniture     4153    18   100Less     2   Co_Applicant   3   Mobile    None     1   No    No
   43   Yes   Skilled            Male_Single      Critical     Rent   7more        1   Negative   New_Car       2625    16   100Less     2   Guarantor      4   Finance   Bank     1   Yes   No
   44   Yes   Skilled            Male_Divorced    Critical     Own    1Less        1   None       New_Car       3485    20   None        2   None           4   House     None     2   Yes   Yes
   42   Yes   Skilled            Male_Single      Critical     Free   7more        1   None       Used_Car      10477   36   None        2   None           4   None      None     2   No    Yes
   40   Yes   Skilled            Male_Married     Paied        Rent   1to4         1   None       TV            1386    15   None        4   None           2   House     None     1   Yes   Yes
   36   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       TV            1278    24   100Less     4   None           1   House     None     1   Yes   Yes
   20   Yes   Highly_Qualified   Male_Single      Paied        Rent   1to4         2   Negative   TV            1107    12   100Less     2   None           2   House     None     1   Yes   Yes
   24   No    Unskilled          Male_Single      Paied        Own    4to7         1   Negative   New_Car       3763    21   None        2   Co_Applicant   2   House     None     1   No    Yes
   27   Yes   Skilled            Male_Married     Paied        Own    1to4         1   0to200     A46           3711    36   None        2   None           2   Mobile    None     1   No    Yes
   46   Yes   Unskilled          Female_Married   Delays       Own    1Less        1   None       Used_Car      3594    15   100Less     1   None           2   Finance   None     2   No    Yes
   33   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   0to200     New_Car       3195    9    None        1   None           2   House     None     1   No    Yes
   34   Yes   Skilled            Female_Married   Delays       Own    1to4         1   None       TV            4454    36   100Less     4   None           4   House     None     2   No    Yes
   25   Yes   Unskilled          Female_Married   Critical     Own    1Less        1   0to200     Furniture     4736    24   100Less     2   None           4   Mobile    Bank     1   No    No
   25   Yes   Skilled            Female_Married   Paied        Own    7more        1   0to200     TV            2991    30   None        2   None           4   Mobile    None     1   No    Yes
   28   Yes   Skilled            Male_Divorced    Paied        Own    7more        1   None       Business      2142    11   1000More    1   None           2   House     None     1   Yes   Yes
   31   Yes   Skilled            Male_Single      All_Paied    Rent   1to4         1   Negative   Business      3161    24   100Less     4   None           2   Finance   None     1   Yes   No
   32   No    Highly_Qualified   Female_Married   No_Credits   Own    1to4         1   0to200     Others        18424   48   100Less     1   None           2   Finance   Bank     1   Yes   No
   32   Yes   Skilled            Male_Single      Paied        Own    1to4         2   None       Used_Car      2848    10   100to500    1   Co_Applicant   2   House     None     1   No    Yes
   68   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   Negative   New_Car       14896   6    100Less     1   None           4   None      Bank     1   Yes   No
   33   Yes   Skilled            Male_Divorced    Paied        Own    Unemployed   1   Negative   Furniture     2359    24   100to500    1   None           1   Finance   None     1   No    No
   39   Yes   Highly_Qualified   Male_Single      Paied        Rent   7more        1   Negative   Furniture     3345    24   100Less     4   None           2   Finance   None     1   Yes   No
   28   Yes   Skilled            Female_Married   Critical     Own    1to4         1   None       Furniture     1817    18   100Less     4   None           2   None      None     2   No    Yes
   37   Yes   Highly_Qualified   Male_Single      Delays       Own    4to7         1   None       TV            12749   48   500to1000   4   None           1   Mobile    None     1   Yes   Yes
   22   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   TV            1366    9    100Less     3   None           4   Finance   None     1   No    No
   30   Yes   Skilled            Male_Single      Paied        Rent   4to7         2   0to200     New_Car       2002    12   100Less     3   None           4   Finance   None     1   Yes   Yes
   55   Yes   Skilled            Male_Divorced    All_Paied    Own    1Less        1   Negative   Furniture     6872    24   100Less     2   None           1   Finance   Bank     1   Yes   No
   46   Yes   Skilled            Male_Single      All_Paied    Own    1Less        1   Negative   New_Car       697     12   100Less     4   None           2   Mobile    Bank     2   Yes   No
   21   Yes   Skilled            Female_Married   Critical     Rent   1Less        1   Negative   Furniture     1049    18   100Less     4   None           4   Finance   None     1   No    Yes
   39   Yes   Skilled            Male_Single      Paied        Free   4to7         2   Negative   Used_Car      10297   48   100Less     4   None           4   None      Stores   3   Yes   No
   58   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            1867    30   None        4   None           4   Mobile    None     1   Yes   Yes
   43   Yes   Unskilled          Male_Single      Delays       Own    1to4         2   Negative   New_Car       1344    12   100Less     4   None           2   House     None     2   No    Yes
   24   No    Unskilled          Male_Single      Paied        Own    1Less        1   Negative   Furniture     1747    24   100Less     4   Co_Applicant   1   Finance   None     1   No    Yes
   22   Yes   Skilled            Female_Married   Paied        Own    1Less        1   0to200     TV            1670    9    100Less     4   None           2   Mobile    None     1   Yes   No
   30   Yes   Skilled            Male_Single      Critical     Own    1to4         1   None       New_Car       1224    9    100Less     3   None           1   House     None     2   No    Yes
   42   Yes   Skilled            Male_Single      Critical     Own    7more        2   None       TV            522     12   500to1000   4   None           4   Finance   None     2   Yes   Yes
   23   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   TV            1498    12   100Less     4   None           1   Mobile    Bank     1   No    Yes
   30   Yes   Highly_Qualified   Male_Single      Delays       Own    1Less        1   0to200     TV            1919    30   100to500    4   None           3   None      Stores   2   No    No
   28   Yes   Unskilled          Female_Married   Paied        Own    1to4         1   200More    TV            745     9    100Less     3   None           2   House     None     1   No    No
   30   Yes   Highly_Qualified   Male_Married     Paied        Rent   1Less        1   0to200     TV            2063    6    100Less     4   None           3   Mobile    None     1   Yes   Yes
   42   Yes   Skilled            Male_Single      Paied        Free   1to4         1   0to200     A46           6288    60   100Less     4   None           4   None      None     1   No    No
   46   Yes   Highly_Qualified   Male_Single      Critical     Own    1to4         2   None       Used_Car      6842    24   None        2   None           4   Finance   None     2   Yes   Yes
   45   Yes   Highly_Qualified   Male_Single      Paied        Own    1Less        2   None       New_Car       3527    12   None        2   None           3   Finance   None     1   Yes   Yes
   31   No    Unskilled          Male_Single      Paied        Own    1to4         2   None       New_Car       1546    10   100Less     3   None           2   House     None     1   No    Yes
   31   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       Furniture     929     24   None        4   None           2   Mobile    Stores   1   Yes   Yes
   42   Yes   Unskilled          Male_Single      Critical     Own    4to7         2   None       New_Car       1455    4    100Less     2   None           1   House     None     3   No    Yes
   46   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   Negative   Furniture     1845    15   100Less     4   Guarantor      1   Finance   None     1   No    Yes
   30   Yes   Skilled            Female_Married   No_Credits   Own    1Less        1   0to200     New_Car       8358    48   500to1000   1   None           1   Mobile    None     2   No    Yes
   30   Yes   Skilled            Male_Single      All_Paied    Free   1Less        2   Negative   Furniture     3349    24   500to1000   4   None           4   None      None     1   Yes   No
   38   Yes   Highly_Qualified   Male_Single      Paied        Own    Unemployed   1   None       New_Car       2859    12   None        4   None           4   None      None     1   Yes   Yes
   43   Yes   Unskilled          Male_Married     Paied        Own    1Less        2   None       Furniture     1533    18   100Less     4   Co_Applicant   1   Finance   None     1   No    No
   31   Yes   Skilled            Male_Single      Paied        Own    7more        1   None       TV            3621    24   100to500    2   None           4   Mobile    None     2   No    No
   40   Yes   Unemployed         Male_Married     Critical     Own    Unemployed   2   0to200     Business      3590    18   100Less     3   None           3   Mobile    None     3   Yes   Yes
   24   Yes   Skilled            Male_Single      Delays       Own    4to7         1   Negative   Business      2145    36   100Less     2   None           1   Mobile    None     2   Yes   No
   28   Yes   Skilled            Female_Married   Paied        Rent   1Less        1   0to200     Used_Car      4113    24   500to1000   3   None           4   Mobile    None     1   No    No
   26   Yes   Highly_Qualified   Female_Married   Paied        Own    Unemployed   1   None       Furniture     10974   36   100Less     4   None           2   Mobile    None     2   Yes   No
   29   Yes   Skilled            Female_Married   Paied        Own    1to4         1   Negative   New_Car       1893    12   100Less     4   Guarantor      4   Finance   None     1   Yes   Yes
   57   Yes   Highly_Qualified   Female_Married   Critical     Rent   7more        1   Negative   TV            1231    24   1000More    4   None           4   Finance   None     2   Yes   Yes
